brand,mean_sale_price,cluster
pink owl,13.0,1
pink republic,14.5,1
pink rose,8.0,5
pink victoria's secret,7.0,5
pinkblush,25.3125,3
pinky,49.0,4
pins & needles,28.0,3
pinup couture,67.23809523809524,4
pinup girl clothing,80.0,4
piper & scoot,16.0,1
pisarro nights,60.0,4
pitusa,42.0,3
pixley,5.0,5
plastic island,64.0,4
playboy,11.0,5
plenty by tracy reese,25.0,3
poetry,3.0,5
polo by ralph lauren,16.25,1
poof!,7.0,5
popana,15.0,1
popular,10.0,5
positive attitude,29.0,3
poupette st. barth,25.0,3
prada,100.0,2
prairie underground,40.0,3
prana,24.333333333333332,3
premise,25.0,3
preston & york,22.0,1
pretty little thing,15.0,1
pretty young thing,10.0,5
prettylittlething,16.25,1
primavera couture,240.0,2
princess polly,22.46153846153846,1
princess vera wang,14.0,1
privacy please,36.666666666666664,3
private label,68.16666666666667,4
privy,20.0,1
prologue,18.0,1
pull&bear,38.0,3
purple snow,16.0,1
pussycat london,15.0,1
pyne and smith,120.0,2
pynklyon,14.0,1
quum,20.0,1
r & m collection,50.0,4
r & m richards,40.5,3
r&m richards,24.75,3
rachel comey,52.0,4
rachel pally,67.0,4
rachel parcell,50.166666666666664,4
rachel rachel roy,23.5,3
rachel roy,29.0,3
rachel zoe,40.75,3
rag & bone,43.333333333333336,4
rage curve,14.0,1
rails,49.666666666666664,4
ralph lauren,37.333333333333336,3
rampage,13.5,1
ramy brook,50.0,4
rare london,12.5,1
rasta imposta,21.0,1
rat & boa,116.0,2
rat and boa,160.0,2
raven + lily,14.0,1
raviya,16.5,1
rdi,5.0,5
realisation,97.16666666666667,2
reb & j,18.0,1
reba,45.0,4
rebecca de ravenel,150.0,2
rebecca minkoff,36.0,3
rebecca taylor,69.92857142857143,4
rebel wilson,48.0,4
reborn,15.0,1
reborn j,32.75,3
red dress boutique,14.4,1
red fox,21.0,1
red sky,21.0,1
red valentino,100.0,2
reed krakoff,179.0,2
reformation,107.59803921568627,2
rehab,35.0,3
reiss,101.66666666666667,2
relaxx,7.0,5
renee c.,30.0,3
retro,10.0,5
retrofete,330.0,2
retrolicious,28.0,3
revolve,40.0,3
revolve superdown,30.0,3
rex lester,31.0,3
rhapsody,32.0,3
rhode resort,77.0,4
ricarica,62.333333333333336,4
ricki’s,42.5,3
river island,15.0,1
roaman's,38.0,3
robbie bee,25.0,3
robert rodriguez,22.0,1
roberta roller rabbit,50.0,4
roberto rodriguez,75.0,4
robin piccone,40.0,3
rochas,480.0,2
rodarte for target,23.0,3
rokoko,18.0,1
roland mouret,575.0,2
rolla coster,26.0,3
romeo & juliet couture,45.125,4
ronni nicole,35.0,3
ronnie nicole,5.0,5
roolee,21.416666666666668,1
roots,20.0,1
rose gal,21.0,1
rouge!,49.875,4
rouje,111.0,2
roulette,15.0,1
roxy,18.0,1
royal creations,25.0,3
roz & ali,18.666666666666668,1
"rubber ducky productions, inc.",50.0,4
rubie's,15.666666666666666,1
rue21,13.5,1
rugby ralph lauren,40.0,3
run & fly,30.0,3
rvca,29.0,3
ryan michelle,9.0,5
ryu,20.0,1
s. the widow,40.0,3
s.h.e.,10.0,5
s.l. fashions,66.0,4
sabo skirt,30.0,3
sadie & sage,25.0,3
saga brand,5.0,5
sage,20.0,1
sahara,10.0,5
sail to sable,24.0,3
salvage,32.5,3
sam edelman,38.0,3
sandra darren,12.0,1
sandro,100.0,2
sans souci,18.0,1
sarah so chic boutique,20.0,1
save the queen,70.0,4
say what?,12.0,1
saylor,40.0,3
scala,40.0,3
scarlett,11.0,5
scarlettsbags,35.0,3
scotch & soda,28.0,3
seahorse by watters,35.0,3
sears,17.0,1
see by chloe,66.0,4
see you monday,14.0,1
self-portrait,192.85714285714286,2
selfie,13.0,1
selfie leslie,36.0,3
sequin hearts,35.0,3
seraphine,27.5,3
serengeti,18.0,1
sexy diva,30.0,3
sezane,31.5,3
sharagano,13.0,1
shareen,30.0,3
she's cool,15.0,1
she+sky,22.0,1
shein,12.222222222222221,1
sheri martin,18.0,1
sherri hill,144.5,2
shinestar,14.0,1
shomi,50.0,4
shop navy gray,15.0,1
shop_terracotta,20.0,1
shoshanna,76.0,4
show me your mumu,47.38095238095238,4
showpo.,17.333333333333332,1
sid+allie,15.0,1
sienna sky,8.333333333333334,5
silence + noise,22.5,1
silver dragon,12.0,1
simiry's,31.0,3
simple,10.0,5
simply lotus,35.0,3
simply noelle,20.0,1
simply southern,11.5,5
simply vera vera wang,10.0,5
sisley,22.0,1
sister jane,30.0,3
sister mary,25.0,3
skies are blue,19.666666666666668,1
skull cashmere,60.0,4
sky,40.69230769230769,3
sky and sparrow from tilly's,22.0,1
skylar + madison,20.0,1
skylar and madison,11.0,5
smys,25.0,3
snap,22.0,1
so,10.0,5
so sweetly,18.0,1
social bridesmaids,37.5,3
socialite,11.5,5
society girl,7.0,5
soft joie,27.0,3
soft surroundings,30.25,3
soft works,12.0,1
soieblu,75.0,4
sol angeles,25.0,3
solaris style,30.0,3
solemio,10.333333333333334,5
soma,16.4,1
someday blush,38.0,3
something navy,42.5,3
song of style,75.0,4
sonnet james,28.333333333333332,3
soprano,18.6,1
sorella vita,70.0,4
soul revival,20.0,1
sourpuss,30.666666666666668,3
southern fried chic,30.0,3
southern fried chics,20.0,1
southern grace,36.0,3
southern stitch,25.0,3
southern tide,49.0,4
soybu,13.5,1
speechless,15.5,1
speed control,17.0,1
spell & the gypsy collective,123.31818181818181,2
spense,29.0,3
spenser jeremy,27.5,3
spice wear,20.0,1
spiegel,13.5,1
splendid,29.0,3
spruce & sage,13.0,1
st. john,79.0,4
st. john collection,92.5,4
st. john's bay,13.0,1
staccato,7.0,5
star wars,32.0,3
starina,20.0,1
staring at stars,14.0,1
stella mccartney,75.0,4
stephani greenfield,10.0,5
steve madden,19.0,1
steven alan,22.0,1
stitch fix,50.0,4
stone cold fox,200.0,2
stoned immaculate,110.0,2
stop staring,64.66666666666667,4
storq,27.5,3
storq maternity,40.0,3
story of my dress,10.0,5
stresa,20.0,1
studio i,16.666666666666668,1
studio y,18.0,1
style & co,13.8,1
style addict,25.0,3
sue wong,35.0,3
sugar + lips,18.0,1
sugar lips,7.0,5
sugarlips,16.0,1
sundance,15.0,1
sunnyluxe,16.5,1
sunset & rose,8.0,5
super,20.0,1
superdown,35.0,3
superdry,17.5,1
superfoxx,5.0,5
surface to air,68.0,4
susan graver,28.0,3
suzi chin for maggy boutique,35.0,3
sweet claire,16.0,1
sweet lovely,15.0,1
sweet pea,5.0,5
sweet rain,8.0,5
sweet storm,21.5,1
swf,80.0,4
symphony,15.0,1
t by alexander wang,22.0,1
t tahari,12.0,1
tacera,17.5,1
tadashi shoji,82.94444444444444,4
tahari,26.695652173913043,3
taj by sabrina crippa,50.0,4
talbots,25.1,3
tally taylor,50.0,4
talula,16.0,1
target,25.0,3
tatyana,110.0,2
taylor,20.0,1
taylor woman,7.0,5
tea n cup,23.0,3
ted baker,76.19047619047619,4
ted baker london,86.0,4
teeberry,27.0,3
teeze me,23.5,3
tempo paris,100.0,2
ten sixty sherman,17.0,1
ter de caractere,45.0,4
tevolio,22.0,1
thakoon,50.0,4
the clothing company,39.0,3
the jetset diaries,80.0,4
the kooples,15.0,1
the limited,21.571428571428573,1
the moon,20.0,1
the north face,45.0,4
the o boutique,31.5,3
the row,135.0,2
the vintage shop,4.0,5
theboldbohemian,50.0,4
theory,35.31578947368421,3
thml,25.75,3
thread & supply,10.0,5
thread social,10.0,5
three bird nest,13.0,1
three dots,12.0,1
three little hearts,3.0,5
three pink hearts,9.0,5
tiana b.,34.0,3
tiare hawaii,17.5,1
tibi,87.5,4
tiger mist,37.5,3
tiki palm,16.0,1
time and tru,8.0,5
tinley road,15.0,1
title nine,29.0,3
toad&co,25.0,3
tobi,18.22222222222222,1
together!,10.0,5
tommy bahama,25.0,3
tommy hilfiger,22.416666666666668,1
topshop,23.181818181818183,3
tori richard,150.0,2
torn by ronny kobo,29.333333333333332,3
torrid,24.774193548387096,3
tory burch,51.42307692307692,4
tough luv,35.0,3
tracy negoshian,18.0,1
tracy reese,43.2,4
tradlands,40.0,3
trashy diva,50.0,4
trendy boutique,6.0,5
tribal,8.0,5
tricia fix,60.0,4
trina turk,45.4,4
trindy clozet boutique,29.0,3
trixxi,28.0,3
trixxi three pink hearts,20.0,1
true blue,9.0,5
true craft,20.0,1
true religion,50.5,4
tucker,100.0,2
tuckernuck,91.0,4
tularosa,37.5,3
tweeds,9.0,5
tweeze me,38.0,3
twelfth street by cynthia vincent,25.0,3
twilight connection,40.0,3
twilight gypsy collective,69.0,4
two by vince camuto,20.0,1
two sisters,30.0,3
two sisters the label,40.0,3
tyler boe,38.0,3
tysa,24.0,3
ulla johnson,138.33333333333334,2
ulla popken,20.0,1
umgee,18.105263157894736,1
unbranded,31.5,3
uncle frank,82.5,4
under armour,62.0,4
uniq sense,32.0,3
uniqlo,15.5,1
unique styles dresses,54.0,4
unique vintage,29.5,3
united colors of benetton,18.0,1
unity blend,15.0,1
universal thread,14.636363636363637,1
unknown,8.666666666666666,5
urban outfitters,22.225806451612904,1
ursula of switzerland,65.0,4
va et vien,295.0,2
valentino,85.0,4
valerie bertinelli,8.0,5
valmarie,25.0,3
vanilla sky,19.0,1
vans,25.0,3
vasna desire,4.0,5
velvet torch,13.0,1
velzera,15.0,1
venus,16.318181818181817,1
vera wang,59.375,4
vera wang lavender label,85.0,4
verge girl,31.0,3
vermont country store,20.0,1
veroex,60.0,4
veronica beard,91.0,4
veronica m,19.5,1
versace,59.0,4
very j,16.0,1
vetta,25.0,3
vfish,22.0,1
vibe,15.0,1
vibe sports wear,8.0,5
vici,31.785714285714285,3
vici collection,32.0,3
vici dolls,45.0,4
victor costa,290.0,2
victor victoria,13.0,1
victoria beckham for target,18.0,1
victoria's secret,20.714285714285715,1
vijo couture,29.0,3
vince,52.888888888888886,4
vince camuto,31.642857142857142,3
vineyard vines,52.0,4
vintage,32.666666666666664,3
vintage 316,69.0,4
vision,6.0,5
vivienne tam,15.0,1
vivienne westwood,85.0,4
vocal apparel,40.0,3
voir voir,15.0,1
volcom,18.333333333333332,1
voodoo vixen,35.8,3
voom by joy han,16.5,1
wahine toa designs,50.0,4
wallflower,18.0,1
walter baker,18.0,1
wanna b,10.0,5
wasabi + mint,18.0,1
watters,40.0,3
wayf,37.6,3
weissman,16.0,1
west loop,10.0,5
west market sf,36.0,3
westport,5.0,5
westport 1962,15.0,1
wet seal,3.0,5
white fox boutique,28.25,3
white house black market,28.791666666666668,3
white mark,31.0,3
white stag,19.0,1
whitney eve,22.0,1
who what wear,13.866666666666667,1
wife of eric,35.0,3
wila,28.0,3
wild fable,10.0,5
wild honey of honey punch,19.0,1
wilfred,47.0,4
wilfred free,31.0,3
william morris co x h&m,34.0,3
windsor,22.65,1
with jean,135.0,2
wolford,25.0,3
woman within,15.75,1
worthington,14.333333333333334,1
wow couture,35.0,3
wren & ivory,20.0,1
wren and ivory,28.0,3
xhilaration,11.1,5
xirena,50.0,4
xoxo,15.0,1
xpress,15.0,1
xscape,36.333333333333336,3
xscape by joanna chen,20.0,1
xtaren,29.0,3
ya los angeles,8.0,5
yes style,6.0,5
yfy,20.0,1
young fabulous & broke,33.333333333333336,3
yumi,30.0,3
yumi kim,62.333333333333336,4
yves cossette depeche mode,23.0,3
yves saint laurent,75.0,4
z & l,13.0,1
z supply,20.5,1
zac posen,65.0,4
zac posen for target,98.33333333333333,2
zaful,16.666666666666668,1
zara,31.47482014388489,3
zenana,15.0,1
zenana outfitters,17.75,1
zenana premium,21.0,1
zenobia,12.5,1
zero + maria cornejo,80.0,4
zhennymph,36.0,3
zhivago,227.5,2
zimmermann,180.0,2
